State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,
,Harrison,7,0,1,1,5,125,40,68,17,2,
,Highland,11,0,1,0,10,404,144,245,15,2,
,Hocking,10,0,3,1,6,417,193,206,18,7,
,Holmes,9,1,3,1,4,220,59,144,17,0,
,Huron,12,0,1,0,11,454,156,255,43,1,
,Marion,12,0,3,5,4,716,118,588,10,0,
,Meigs,14,0,5,5,4,362,177,165,20,2,
,Mercer,13,5,2,1,5,237,44,180,13,1,
,Morgan,6,1,1,0,4,221,88,116,17,2,
,Muskingum,57,2,34,13,8,"1,290",322,884,84,10,
,Paulding,10,0,2,0,8,202,68,134,0,3,
,Pike,8,0,2,3,3,303,77,204,22,3,
,Ross,38,1,15,11,11,"1,860",506,"1,237",117,13,
,Van Wert,2,0,1,0,1,259,93,163,3,0,
,Wayne,34,0,13,2,19,686,344,321,21,6,
,Williams,12,0,8,1,3,291,44,214,33,6,
OKLAHOMA,Canadian,42,0,9,1,32,76,39,26,11,0,
,Cleveland,47,1,7,0,39,291,112,136,43,6,
,Comanche,13,0,2,2,9,149,78,62,9,0,
,Creek,47,1,11,4,31,547,223,290,34,10,
,Grady,10,1,2,1,6,311,86,191,34,6,
,Le Flore,63,1,5,0,57,244,88,103,53,5,
,Lincoln,38,2,7,0,29,265,79,145,41,4,
,Logan,47,1,9,0,37,240,67,151,22,8,
,McClain,14,0,4,0,10,164,48,91,25,2,
,Oklahoma,33,3,1,2,27,278,89,140,49,0,
,Okmulgee,13,0,1,2,10,116,53,49,14,6,
,Pawnee,26,1,1,1,23,133,45,78,10,1,
,Rogers,5,1,1,0,3,291,121,128,42,1,
,Sequoyah,214,2,16,6,190,278,119,122,37,6,
,Tulsa,311,5,16,15,275,"1,066",380,601,85,6,
,Wagoner,36,1,6,1,28,387,146,183,58,4,
OKLAHOMA,Adair5,,4,1,0,,141,57,51,33,12,
,Alfalfa,1,0,0,0,1,40,6,26,8,3,
,Atoka,24,0,6,0,18,149,52,76,21,9,
,Beaver,1,0,0,1,0,31,5,24,2,0,
,Beckham,11,1,3,0,7,72,16,44,12,1,
,Blaine,12,1,2,0,9,58,11,42,5,0,
,Bryan,41,0,5,2,34,354,150,161,43,11,
,Carter,39,0,4,1,34,177,66,93,18,5,
,Cherokee,99,1,2,0,96,502,224,223,55,2,
,Choctaw,22,2,0,3,17,170,58,93,19,4,
,Cimarron,0,0,0,0,0,0,0,0,0,0,
,Coal,12,1,0,0,11,112,13,89,10,2,
,Cotton,1,0,0,0,1,6,2,3,1,0,
,Craig,4,2,0,1,1,122,51,64,7,1,
,Custer,11,0,1,1,9,67,14,53,0,5,
,Delaware,84,0,15,1,68,457,229,197,31,9,
,Dewey,0,0,0,0,0,19,6,13,0,0,
,Ellis,3,0,0,0,3,19,8,8,3,1,
,Garfield,3,0,0,1,2,102,22,65,15,2,
,Garvin,26,0,5,2,19,160,37,113,10,6,
,Grant,3,0,0,0,3,53,11,41,1,0,
,Harmon,0,0,0,0,0,16,9,7,0,0,
,Harper,4,0,0,0,4,23,4,14,5,0,
,Hughes,1,1,0,0,0,134,41,67,26,1,
,Jackson,5,1,0,0,4,69,30,32,7,1,
,Jefferson,10,0,1,0,9,26,11,14,1,0,
,Johnston,13,1,0,0,12,8,6,2,0,1,
,Kingfisher,11,0,0,0,11,89,29,48,12,2,
,Kiowa,14,0,0,0,14,49,18,28,3,1,
,Latimer,21,1,0,1,19,84,22,37,25,3,
,Love,7,0,1,0,6,86,21,47,18,1,
,Major,1,0,0,0,1,34,5,28,1,0,
,Marshall,41,0,3,0,38,109,30,61,18,3,
,Mayes,16,0,1,0,15,217,89,115,13,0,
,McIntosh,35,0,6,2,27,339,132,187,20,7,
,Murray,11,0,1,0,10,46,21,23,2,2,
,Muskogee,67,0,5,4,58,300,108,143,49,15,
,Noble,4,0,1,0,3,84,21,56,7,1,
,Nowata,28,0,1,0,27,75,31,33,11,1,
,Okfuskee,17,2,2,1,12,58,27,23,8,4,
,Payne,28,0,2,1,25,202,87,94,21,10,
,Pittsburg5,,2,3,1,,474,192,260,22,23,
,Pontotoc5,,0,2,1,,210,80,115,15,7,
,Pottawatomie,56,1,7,0,48,558,203,300,55,6,
,Pushmataha,4,0,1,0,3,111,55,36,20,5,
,Roger Mills,2,0,0,0,2,51,11,38,2,2,
,Seminole,46,1,1,2,42,266,71,184,11,13,
,Stephens,44,0,7,0,37,134,39,78,17,11,
,Texas,5,0,2,0,3,50,12,36,2,0,
,Tillman,1,0,1,0,0,32,18,13,1,4,
,Washita,13,1,5,0,7,46,13,25,8,4,
,Woods,5,1,2,0,2,28,3,22,3,2,
,Woodward,13,0,0,1,12,101,36,51,14,1,
OREGON,Benton,27,1,6,0,20,281,90,177,14,5,
,Clackamas,237,4,39,108,86,"5,548",849,"4,215",484,21,
,Deschutes,87,0,18,3,66,903,222,627,54,11,
,Jackson,122,2,13,13,94,868,195,609,64,8,
,Lane,300,4,25,21,250,"1,485",567,708,210,17,
,Marion,92,0,15,36,41,"2,663",615,"1,748",300,5,
,Multnomah,39,1,3,8,27,920,127,722,71,5,
,Polk,31,0,4,1,26,335,85,222,28,10,
,Washington,270,1,73,68,128,"3,341",699,"2,369",273,31,
,Yamhill,33,0,7,3,23,563,121,389,53,7,
OREGON,Clatsop,14,0,2,1,11,187,46,128,13,1,
,Crook,25,0,7,1,17,137,57,75,5,4,
,Curry,32,1,1,1,29,191,38,141,12,1,
,Douglas,41,0,14,5,22,949,259,641,49,17,
,Gilliam,0,0,0,0,0,46,7,32,7,1,
,Grant,0,0,0,0,0,70,10,58,2,1,
,Harney,0,0,0,0,0,21,3,15,3,0,
,Hood River,13,0,0,3,10,261,71,178,12,1,
,Jefferson,6,0,1,2,3,225,50,143,32,3,
,Klamath,61,0,9,8,44,648,172,418,58,4,
,Lake,0,0,0,0,0,47,7,36,4,0,
,Lincoln,25,0,4,1,20,433,146,266,21,3,
,Linn,11,2,1,4,4,979,315,594,70,6,
,Malheur,8,0,3,0,5,169,50,106,13,4,
,Morrow,23,0,1,0,22,194,39,142,13,3,
,Sherman,1,0,0,0,1,45,11,32,2,1,
,Tillamook,12,0,2,1,9,258,94,145,19,4,
,Umatilla,38,1,8,1,28,355,109,178,68,6,
,Union,5,0,0,0,5,129,32,88,9,0,
,Wallowa,0,0,0,0,0,53,10,36,7,1,
,Wasco,6,0,0,1,5,176,42,114,20,0,
PENNSYLVANIA,Allegheny,46,0,7,1,38,218,5,193,20,92,
,Beaver,0,0,0,0,0,5,0,5,0,0,
,Cumberland,0,0,0,0,0,0,0,0,0,0,
,Luzerne,2,0,0,0,2,8,0,8,0,0,
,Montgomery,0,0,0,0,0,0,0,0,0,0,
,Pike,0,0,0,0,0,0,0,0,0,0,
,Washington,0,0,0,0,0,0,0,0,0,0,
,York,2,0,0,1,1,2,1,1,0,0,
PENNSYLVANIA,Bradford,0,0,0,0,0,0,0,0,0,0,
,Clarion,0,0,0,0,0,4,2,2,0,0,
,Elk,0,0,0,0,0,0,0,0,0,0,
,Franklin,0,0,0,0,0,0,0,0,0,0,
,Greene,0,0,0,0,0,0,0,0,0,0,
,Jefferson,0,0,0,0,0,0,0,0,0,0,
,Snyder,0,0,0,0,0,3,1,1,1,0,
,Tioga,0,0,0,0,0,0,0,0,0,0,
SOUTH CAROLINA,Aiken,432,4,49,108,271,"3,431","1,096","1,911",424,16,
,Anderson5,895,13,38,121,723,,,"4,069",800,23,
,Berkeley,597,9,41,107,440,"3,599","1,041","2,101",457,12,
,Calhoun,39,0,1,3,35,352,100,178,74,6,
,Dorchester,433,4,12,95,322,"2,276",711,"1,331",234,13,
,Edgefield,28,1,4,4,19,376,78,260,38,1,
,Fairfield,216,3,9,15,189,581,153,344,84,0,
,Florence,580,5,30,120,425,"2,971",721,"1,944",306,18,
,Greenville,"2,242",28,108,518,"1,588","10,891","2,945","6,708","1,238",32,
,Horry,"1,245",12,44,151,"1,038","8,153","2,045","5,145",963,37,
,Kershaw,214,2,13,23,176,"1,369",405,802,162,14,
,Laurens,316,2,22,31,261,"1,430",444,752,234,12,
,Pickens,248,0,24,12,212,"1,751",489,"1,049",213,13,
,Richland,"2,438",15,77,496,"1,850","9,785","2,414","6,050","1,321",35,
,Saluda,50,0,12,5,33,226,58,153,15,2,
,Spartanburg,908,12,88,197,611,"7,098","1,838","4,569",691,65,
,York,552,4,47,57,444,"3,192",938,"2,021",233,11,
SOUTH CAROLINA,Abbeville,53,1,4,3,45,340,77,234,29,4,
,Bamberg,40,0,2,2,36,288,90,156,42,4,
,Barnwell,128,0,4,5,119,428,125,273,30,3,
,Beaufort,710,6,17,130,557,"4,286","1,236","2,780",270,21,
,Cherokee,118,4,0,24,90,"1,312",436,765,111,5,
,Chester,211,2,9,29,171,920,307,558,55,9,
,Chesterfield,157,0,7,7,143,897,252,577,68,3,
,Clarendon,182,1,11,29,141,"1,013",250,623,140,1,
,Dillon,329,2,11,56,260,"1,073",328,645,100,7,
,Georgetown,296,2,20,25,249,"1,704",476,"1,113",115,6,
,Greenwood,301,2,11,9,279,"1,600",347,"1,150",103,4,
,Hampton,104,1,5,7,91,343,118,201,24,0,
,Jasper,134,5,11,23,95,791,211,481,99,9,
,Lancaster,269,2,27,32,208,"2,064",751,"1,168",145,8,
,Lee,89,2,5,7,75,545,165,301,79,5,
,Marion,161,0,2,11,148,837,257,501,79,5,
,Marlboro,156,2,6,9,139,694,211,421,62,5,
,McCormick,44,1,6,2,35,97,22,61,14,2,
,Newberry,68,0,3,5,60,461,72,364,25,0,
,Oconee,279,2,23,18,236,"1,419",447,875,97,7,
,Orangeburg,456,7,32,84,333,"3,905","1,337","2,013",555,7,
,Union,101,2,3,11,85,460,146,277,37,7,
,Williamsburg,168,5,5,40,118,877,287,479,111,18,
SOUTH DAKOTA,Lincoln,4,0,1,0,3,75,23,44,8,0,
,Minnehaha,36,1,13,1,21,333,104,192,37,1,
,Pennington,105,1,56,2,46,360,104,245,11,4,
,Turner,9,1,0,0,8,28,6,18,4,1,
,Union,2,0,1,0,1,42,12,30,0,0,
SOUTH DAKOTA,Aurora,2,0,0,0,2,1,0,1,0,0,
,Beadle,1,0,0,0,1,25,2,23,0,1,
,Bennett,9,0,0,0,9,21,8,9,4,1,
,Bon Homme,0,0,0,0,0,3,0,3,0,0,
,Brookings,7,0,3,0,4,79,16,60,3,0,
,Brown,5,0,2,0,3,43,16,27,0,0,
,Butte,4,0,2,0,2,22,8,13,1,0,
,Campbell,0,0,0,0,0,0,0,0,0,0,
,Charles Mix,13,0,2,0,11,51,29,11,11,1,
,Clay,0,0,0,0,0,17,5,12,0,0,
,Codington,4,0,3,0,1,44,19,22,3,0,
,Corson,0,0,0,0,0,9,1,8,0,0,
,Custer,7,0,1,0,6,85,30,51,4,0,
,Davison,0,0,0,0,0,6,2,3,1,0,
,Deuel,1,1,0,0,0,24,12,12,0,0,
,Edmunds,0,0,0,0,0,3,3,0,0,0,
,Faulk,3,0,0,0,3,13,4,8,1,0,
,Hamlin,4,0,1,0,3,37,14,20,3,0,
,Harding,0,0,0,0,0,0,0,0,0,0,
,Hughes,2,0,1,0,1,9,5,4,0,0,
,Lawrence,4,0,0,1,3,52,18,31,3,0,
,Marshall,10,0,1,0,9,50,23,25,2,0,
,Moody,3,0,0,0,3,29,1,26,2,0,
,Potter,0,0,0,0,0,1,1,0,0,0,
,Roberts,9,0,2,0,7,11,7,3,1,0,
,Sanborn,4,0,3,0,1,12,6,4,2,0,
,Spink,8,0,1,1,6,40,9,25,6,1,
,Stanley,3,0,0,0,3,40,6,32,2,0,
,Sully,1,0,0,0,1,2,1,0,1,0,
,Tripp,0,0,0,0,0,10,2,8,0,0,
,Walworth,2,0,0,0,2,4,2,2,0,0,
,Yankton,2,0,0,0,2,15,2,13,0,0,
,Ziebach,1,0,0,0,1,1,1,0,0,0,
TENNESSEE,Anderson,136,1,15,9,111,924,360,472,92,15,
,Blount,290,2,31,15,242,"1,694",776,781,137,6,
,Bradley,285,1,18,8,258,"1,075",323,675,77,5,
,Cannon,27,1,0,1,25,136,63,49,24,1,
,Carter,52,1,4,1,46,635,204,372,59,3,
,Chester,30,0,5,0,25,152,48,88,16,1,
,Dickson,121,2,9,3,107,792,300,416,76,4,
,Fayette,127,2,1,11,113,581,196,316,69,4,
,Hamilton,293,2,17,14,260,"2,082",608,"1,322",152,1,
,Trousdale,35,0,2,3,30,172,53,109,10,1,
,Hawkins,83,0,3,12,68,"1,109",415,593,101,2,
,Hickman,44,1,6,1,36,326,95,186,45,5,
,Jefferson,89,1,10,8,70,887,388,418,81,10,
,Knox,557,6,23,116,412,"5,604","1,709","3,487",408,30,
,Loudon,71,1,1,7,62,607,164,398,45,6,
,Madison,159,3,9,11,136,926,306,521,99,4,
,Marion,54,0,2,5,47,284,82,161,41,3,
,Montgomery,139,0,12,4,123,839,214,538,87,4,
,Polk,39,1,1,1,36,269,80,153,36,6,
,Robertson,83,0,6,7,70,490,172,280,38,1,
,Rutherford,263,3,24,5,231,"1,329",432,757,140,9,
,Sequatchie,20,1,3,0,16,106,24,52,30,3,
,Shelby,488,4,38,82,364,"3,696","1,295","2,155",246,21,
,Stewart,42,0,4,0,38,181,99,65,17,3,
,Sullivan,269,1,44,14,210,"1,782",696,926,160,17,
,Sumner,143,0,13,8,122,784,238,482,64,8,
,Tipton,275,0,13,8,254,654,188,357,109,2,
,Unicoi,9,0,0,0,9,61,12,48,1,0,
,Washington,249,2,14,10,223,961,367,531,63,7,
,Williamson,71,1,2,5,63,518,160,327,31,5,
,Wilson,253,1,20,3,229,"1,158",408,653,97,6,
TENNESSEE,Bedford,32,0,1,0,31,355,131,204,20,8,
,Benton,22,0,0,0,22,183,36,130,17,0,
,Bledsoe,14,0,0,0,14,93,16,66,11,0,
,Campbell,166,1,5,9,151,"1,108",432,587,89,15,
,Carroll,29,0,0,1,28,150,40,80,30,1,
,Claiborne,103,1,6,9,87,736,304,384,48,8,
,Clay,13,1,1,1,10,63,32,28,3,1,
,Coffee,55,0,0,3,52,453,50,358,45,0,
,Crockett,19,0,1,2,16,104,29,63,12,0,
,Decatur,28,0,2,0,26,201,73,113,15,5,
,DeKalb,38,0,5,4,29,352,142,179,31,0,
,Dyer,49,0,3,2,44,340,94,215,31,0,
,Fentress,52,0,2,1,49,386,196,164,26,3,
,Franklin,32,0,6,3,23,283,73,183,27,4,
,Gibson,43,0,3,0,40,303,86,177,40,2,
,Giles,54,0,0,2,52,308,123,167,18,2,
,Greene,221,1,14,7,199,"1,068",413,541,114,25,
,Grundy,35,2,0,0,33,169,50,85,34,5,
,Hancock,1,0,0,1,0,132,54,69,9,1,
,Hardin,109,2,2,4,101,498,181,275,42,4,
,Haywood,55,0,4,7,44,266,109,127,30,0,
,Henderson,69,0,8,2,59,305,100,181,24,2,
,Henry,75,1,6,2,66,510,172,315,23,2,
,Houston,24,1,1,0,22,165,77,78,10,1,
,Humphreys,17,1,1,1,14,114,47,59,8,0,
,Jackson,20,0,3,1,16,141,49,76,16,0,
,Johnson,64,0,0,0,64,176,79,80,17,0,
,Lake,2,0,0,0,2,37,6,28,3,0,
,Lauderdale,62,1,4,2,55,277,94,146,37,0,
,Lawrence,90,2,10,4,74,621,240,318,63,12,
,Lewis,36,0,3,1,32,170,65,95,10,3,
,Lincoln,111,1,0,2,108,485,215,246,24,2,
,Marshall,48,0,0,0,48,190,51,122,17,0,
,Maury,143,0,11,11,121,893,249,553,91,8,
,McMinn,99,0,4,5,90,833,251,501,81,6,
,McNairy,40,0,4,1,35,317,127,167,23,4,
,Meigs,37,0,4,1,32,312,89,180,43,9,
,Monroe,103,2,0,1,100,625,242,317,66,10,
,Moore,15,1,6,0,8,102,30,60,12,0,
,Obion,21,0,2,0,19,219,40,165,14,4,
,Overton,31,1,0,4,26,292,121,164,7,4,
,Perry,21,0,1,2,18,177,63,100,14,0,
,Pickett,1,0,0,0,1,72,12,59,1,0,
,Putnam,82,2,5,6,69,709,185,458,66,3,
,Roane,53,1,2,5,45,865,227,569,69,7,
,Scott,97,0,7,0,90,577,212,337,28,0,
,Sevier,136,0,19,6,111,"2,111","1,109",876,126,2,
,Van Buren,6,0,0,0,6,60,13,40,7,1,
,Warren,49,0,1,3,45,416,158,211,47,3,
,Wayne,18,0,1,0,17,80,26,49,5,6,
,Weakley,43,3,4,2,34,223,90,112,21,1,
,White,112,1,0,2,109,375,82,258,35,1,
TEXAS,Aransas,27,1,2,3,21,455,172,253,30,0,
,Archer,10,2,0,1,7,77,24,46,7,0,
,Armstrong,0,0,0,0,0,10,4,6,0,0,
,Atascosa,43,4,0,7,32,312,135,150,27,1,
,Austin,8,1,0,0,7,127,46,64,17,0,
,Bandera,12,1,2,0,9,209,76,132,1,3,
,Bastrop,201,2,21,7,171,870,332,446,92,5,
,Bell,88,2,35,3,48,883,242,604,37,45,
,Bexar,650,19,90,123,418,"7,303","2,391","4,436",476,137,
,Bowie,128,1,9,7,111,611,221,323,67,6,
,Brazoria,72,0,3,21,48,"1,320",523,697,100,0,
,Brazos,61,0,5,1,55,463,174,264,25,2,
,Burleson,32,2,14,0,16,164,88,60,16,3,
,Caldwell,45,0,5,6,34,162,78,81,3,3,
,Calhoun,21,1,3,0,17,162,61,89,12,0,
,Callahan,4,0,0,0,4,15,8,6,1,0,
,Cameron,352,4,39,24,285,"1,726",806,804,116,6,
,Carson,11,0,1,1,9,50,19,28,3,0,
,Chambers,70,1,4,8,57,499,224,233,42,1,
,Clay,16,1,5,1,9,187,62,114,11,0,
,Collin,79,2,18,2,57,840,385,385,70,0,
,Comal,169,2,17,5,145,945,284,602,59,7,
,Coryell,10,0,1,1,8,152,78,70,4,0,
,Crosby,4,0,1,0,3,7,2,2,3,0,
,Dallas,28,0,1,6,21,378,81,259,38,18,
,Delta,8,0,0,1,7,77,48,22,7,1,
,Denton,79,1,11,8,59,901,268,570,63,18,
,Ector,58,3,0,14,41,"1,111",302,703,106,9,
,Ellis,70,0,3,1,66,"1,202",441,611,150,5,
,El Paso,224,2,27,32,163,"1,221",294,735,192,24,
,Fort Bend,"1,041",6,51,141,843,"3,910","1,521","2,071",318,10,
,Galveston,144,5,16,19,104,982,398,506,78,19,
,Goliad,6,0,2,2,2,49,20,27,2,1,
,Grayson,39,1,8,5,25,705,253,406,46,4,
,Gregg,104,4,14,13,73,715,179,430,106,7,
,Guadalupe,88,1,5,2,80,775,304,417,54,1,
,Hardin,43,0,6,4,33,416,126,221,69,2,
,Harris,"7,924",74,351,"2,441","5,058","47,432","13,017","28,560","5,855",424,
,Hays,182,0,8,7,167,"1,165",401,760,4,2,
,Hidalgo,887,24,72,181,610,"7,055","2,678","3,731",646,156,
,Hunt,59,3,0,11,45,"1,207",449,683,75,5,
,Irion,6,0,0,0,6,26,8,18,0,0,
,Jefferson,33,0,2,3,28,463,150,264,49,3,
,Johnson,225,0,0,3,222,"1,241",367,741,133,20,
,Jones,6,0,2,1,3,70,23,39,8,0,
,Kaufman,265,1,4,19,241,"1,648",664,833,151,13,
,Kendall,16,1,4,3,8,163,42,113,8,2,
,Lampasas,8,0,3,0,5,74,30,38,6,0,
,Liberty,150,2,13,10,125,"1,221",444,597,180,23,
,Lubbock,112,0,11,11,90,746,362,312,72,6,
,McLennan,113,1,39,8,65,799,287,441,71,12,
,Medina,43,0,6,3,34,230,121,99,10,15,
,Midland,90,0,5,5,80,547,209,314,24,4,
,Montgomery,706,8,41,132,525,"6,957","2,196","4,399",362,65,
,Nueces,81,0,10,4,67,287,120,154,13,5,
,Orange,97,1,8,7,81,620,236,307,77,4,
,Parker,61,1,7,1,52,"1,097",390,649,58,0,
,Potter,19,2,1,1,15,226,67,142,17,3,
,Randall,33,0,5,2,26,306,88,182,36,8,
,Robertson,12,0,1,0,11,131,38,77,16,4,
,Rockwall,52,0,5,2,45,331,107,193,31,0,
,Rusk,105,2,3,2,98,642,259,302,81,4,
,San Jacinto,55,0,1,4,50,589,226,271,92,3,
,San Patricio,26,0,0,3,23,375,119,235,21,3,
,Smith,309,8,29,24,248,"1,903",704,"1,013",186,17,
,Tarrant,121,0,24,25,72,"1,307",410,787,110,3,
,Taylor,19,0,4,1,14,131,69,57,5,1,
,Tom Green,21,0,5,0,16,256,73,169,14,3,
,Travis,290,2,30,33,225,"3,576","1,107","2,271",198,13,
,Upshur,55,0,13,4,38,632,254,322,56,0,
,Victoria,89,0,14,3,72,608,200,371,37,2,
,Waller,28,1,1,3,23,243,125,98,20,0,
,Webb,78,1,4,11,62,344,140,165,39,3,
,Wichita,16,0,2,1,13,153,72,71,10,3,
,Williamson,188,1,32,19,136,"1,526",378,"1,063",85,10,
,Wilson,60,2,4,1,53,208,67,123,18,0,
,Wise,141,0,14,5,122,505,166,325,14,0,
TEXAS,Anderson,50,1,5,2,42,381,186,156,39,2,
,Andrews,9,0,1,0,8,68,20,46,2,2,
,Angelina,124,0,7,5,112,287,120,148,19,0,
,Bailey,1,0,0,0,1,25,11,12,2,0,
,Baylor,0,0,0,0,0,23,17,6,0,0,
,Bee,22,0,3,2,17,166,61,92,13,1,
,Blanco,4,0,1,0,3,34,17,15,2,0,
,Borden,0,0,0,0,0,5,2,3,0,1,
,Bosque,23,1,6,2,14,82,27,53,2,0,
,Brewster,10,1,1,1,7,31,13,18,0,0,
,Briscoe,0,0,0,0,0,15,2,11,2,0,
,Brooks,0,0,0,0,0,15,6,6,3,0,
,Brown,21,2,1,1,17,154,70,82,2,5,
,Burnet,48,1,3,1,43,318,112,183,23,3,
,Camp,8,0,2,2,4,152,60,79,13,2,
,Cass,18,1,3,1,13,336,146,153,37,7,
,Castro,7,1,1,0,5,99,35,57,7,0,
,Cherokee,66,1,10,2,53,420,144,216,60,4,
,Childress,0,0,0,0,0,15,0,14,1,0,
,Cochran,7,0,1,2,4,77,30,42,5,6,
,Coke,5,0,0,0,5,5,4,1,0,1,
,Coleman,0,0,0,0,0,32,10,20,2,1,
,Collingsworth,4,0,3,1,0,3,3,0,0,0,
,Colorado,17,0,2,2,13,123,31,82,10,2,
,Comanche,4,1,2,0,1,78,31,45,2,1,
,Concho,2,0,0,0,2,16,9,6,1,0,
,Cooke,23,1,2,1,19,269,133,111,25,2,
,Cottle,2,1,0,0,1,8,8,0,0,0,
,Crane,2,1,0,0,1,33,11,21,1,3,
,Crockett,11,1,4,0,6,56,15,38,3,1,
,Culberson,1,0,0,1,0,2,2,0,0,0,
,Dallam,0,0,0,0,0,23,17,5,1,1,
,Dawson,0,0,0,0,0,32,13,17,2,0,
,Deaf Smith,7,0,0,1,6,102,32,61,9,1,
,Dewitt,10,0,2,0,8,89,33,52,4,0,
,Dickens,0,0,0,0,0,2,0,2,0,0,
,Dimmit,87,0,5,5,77,278,110,160,8,3,
,Donley,4,0,0,0,4,54,13,38,3,0,
,Duval,27,1,2,2,22,120,57,59,4,1,
,Eastland,3,0,0,2,1,32,11,19,2,1,
,Edwards,3,0,0,0,3,51,27,22,2,1,
,Erath,28,0,11,0,17,169,54,95,20,3,
,Falls,9,0,1,0,8,43,9,22,12,1,
,Fannin,26,1,4,1,20,245,95,140,10,4,
,Fayette,4,1,0,0,3,161,34,119,8,2,
,Fisher,15,0,8,0,7,51,15,32,4,2,
,Floyd,4,0,0,0,4,15,2,12,1,1,
,Foard,0,0,0,0,0,5,0,5,0,0,
,Franklin,8,0,0,2,6,117,61,43,13,0,
,Freestone,8,0,0,1,7,138,40,82,16,0,
,Frio,5,0,0,0,5,43,21,22,0,1,
,Gaines,6,1,1,0,4,60,5,53,2,3,
,Garza,3,0,1,0,2,58,16,36,6,0,
,Gillespie,5,0,2,0,3,92,23,67,2,0,
,Glasscock,1,1,0,0,0,4,1,3,0,0,
,Gonzales,11,0,0,2,9,81,37,41,3,1,
,Gray,12,0,1,2,9,95,23,66,6,0,
,Grimes,24,0,4,2,18,402,140,242,20,0,
,Hale,3,0,1,1,1,81,35,44,2,0,
,Hall,3,2,0,0,1,23,14,6,3,0,
,Hamilton,18,0,0,0,18,156,58,80,18,0,
,Hansford,9,0,0,0,9,19,6,10,3,1,
,Hardeman,9,0,3,2,4,98,50,44,4,2,
,Harrison,84,1,1,7,75,789,347,402,40,0,
,Hartley,0,0,0,0,0,20,8,11,1,1,
,Haskell,0,0,0,0,0,21,3,17,1,1,
,Hemphill,12,0,2,0,10,61,13,41,7,2,
,Henderson,147,3,1,6,137,"1,046",441,485,120,3,
,Hill,6,0,0,2,4,320,146,156,18,3,
,Hockley,10,0,4,0,6,71,26,38,7,3,
,Hood,47,0,0,3,44,608,181,386,41,14,
,Hopkins,40,0,13,0,27,219,85,107,27,0,
,Houston,15,0,2,1,12,191,63,96,32,1,
,Howard,26,0,3,3,20,117,45,62,10,0,
,Hudspeth,3,0,0,1,2,34,18,16,0,0,
,Hutchinson,14,0,0,0,14,87,40,41,6,0,
,Jack,3,0,2,0,1,44,20,19,5,0,
,Jackson,15,0,1,0,14,93,28,59,6,0,
,Jasper,42,0,2,4,36,282,110,143,29,0,
,Jeff Davis,8,0,3,0,5,11,6,5,0,0,
,Jim Hogg,10,0,0,0,10,83,22,50,11,0,
,Jim Wells,94,0,6,3,85,455,213,211,31,4,
,Karnes,11,1,2,0,8,72,22,41,9,0,
,Kenedy,3,0,1,1,1,9,3,4,2,0,
,Kent,7,0,1,0,6,11,2,9,0,1,
,Kerr,39,1,5,3,30,330,111,193,26,6,
,Kimble,3,0,1,0,2,6,6,0,0,0,
,King,0,0,0,0,0,3,1,2,0,0,
,Kinney,4,0,0,0,4,28,12,16,0,0,
,Kleberg,13,0,3,0,10,414,34,377,3,1,
,Knox,2,0,1,0,1,19,3,14,2,0,
,La Salle,4,0,0,1,3,108,40,68,0,2,
,Lamar,26,0,4,1,21,317,116,181,20,0,
,Lamb,4,0,0,1,3,50,11,39,0,0,
,Lavaca,6,0,0,0,6,47,20,24,3,0,
,Lee,14,0,3,1,10,95,36,55,4,0,
,Leon,26,0,5,3,18,106,45,50,11,0,
,Limestone,35,1,17,5,12,265,91,160,14,3,
,Lipscomb,3,0,0,0,3,13,9,4,0,0,
,Live Oak,2,0,0,0,2,29,16,10,3,0,
,Llano,20,0,2,0,18,267,70,187,10,0,
,Loving,0,0,0,0,0,12,0,12,0,0,
,Lynn,0,0,0,0,0,20,8,12,0,0,
,Madison,9,1,0,0,8,109,41,54,14,1,
,Marion,24,2,3,2,17,157,72,77,8,0,
,Martin,1,1,0,0,0,14,3,8,3,0,
,Mason,6,0,0,0,6,30,9,21,0,0,
,Matagorda,50,0,0,0,50,270,96,160,14,3,
,Maverick,205,1,6,7,191,722,264,427,31,2,
,McCulloch,8,0,4,1,3,37,15,17,5,0,
,McMullen,1,0,0,0,1,0,0,0,0,0,
,Menard,3,0,0,0,3,8,1,7,0,0,
,Milam,5,1,0,1,3,222,59,144,19,3,
,Mills,3,0,0,0,3,34,11,22,1,0,
,Mitchell,0,0,0,0,0,24,4,18,2,0,
,Montague,10,1,0,0,9,180,66,98,16,2,
,Moore,5,0,1,0,4,75,24,42,9,3,
,Morris,25,0,2,1,22,129,63,47,19,0,
,Motley,2,0,0,0,2,10,7,2,1,3,
,Nacogdoches,109,2,9,6,92,507,173,268,66,8,
,Navarro,34,2,10,3,19,652,257,367,28,0,
,Newton,15,2,3,2,8,158,41,112,5,1,
,Nolan,9,0,0,0,9,39,12,23,4,0,
,Ochiltree,8,0,3,0,5,36,10,24,2,0,
,Oldham,4,0,0,0,4,26,11,14,1,0,
,Palo Pinto,15,2,1,1,11,172,77,78,17,0,
,Panola,28,1,5,1,21,292,62,179,51,1,
,Parmer,2,0,1,0,1,55,20,35,0,0,
,Pecos,5,0,0,0,5,29,16,13,0,0,
